Age,AnnualIncomeUSD,City,CompanySize,CompanyType,CurrentWorkplaceExperience,Domain,Education,EnglishLevel,IsStudyingCurrently,JobTitle,MonthlySalaryUAH,ProgrammingLanguage,ResponseDate,Sex,Specialization,TotalWorkExperience,University,UserAgent
27,30000,Kyiv,1001+ employees,Outsourcing,0.0,Other,Higher,Intermediate,False,Software Engineer,70000,Java,11/06/2018 12:27:32,male,,3.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
26,51600,Kyiv,201-1000 employees,Outsourcing,0.25,Android,Higher,Upper-Intermediate,False,Senior Software Engineer,120400,Java,11/06/2018 12:27:34,male,,6.0,KhNU (Kharkiv),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
28,57600,Kyiv,11-50 employees,Product,1.0,"Web Development,Other",Higher,Upper-Intermediate,False,Senior Software Engineer,134400,Python,11/06/2018 12:27:38,male,,9.0,NaUKMA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
22,14400,Lviv,201-1000 employees,Outsourcing,0.0,Web Development,Higher,Intermediate,False,Software Engineer,33600,JavaScript,11/06/2018 12:27:59,male,,1.5,KhNURE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
35,19200,Kharkiv,1001+ employees,Outsourcing,1.5,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,44800,JavaScript,11/06/2018 12:28:00,male,,1.5,KhNURE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
30,30000,Kyiv,11-50 employees,Product,1.0,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,70000,C#/.NET,11/06/2018 12:28:03,male,,5.0,KPI,"Mozilla/5.0 (Linux; Android 8.0.0; Mi MIX 2 Build/OPR1.170623.027) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.81 Mobile Safari/537.36 OPT/1.6.18"
26,37200,Kharkiv,51-200 employees,Outstaffing,1.0,Web Development,Unfinished higher,Intermediate,False,Software Engineer,86800,Ruby/Rails,11/06/2018 12:28:03,male,,5.0,KhNU (Kharkiv),"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 6P Build/OPM3.171019.014) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
30,30000,Rivne,51-200 employees,Other,0.25,"Web Development,eCommerce",Higher,Pre-Intermediate,False,Software Engineer,70000,JavaScript,11/06/2018 12:28:06,male,,3.0,Other,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0
32,9600,Lviv,11-50 employees,Product,0.0,"Web Development,System Programming",Higher,Intermediate,False,Junior Software Engineer,22400,Python,11/06/2018 12:28:16,male,,1.0,ZNTU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
33,32400,Kyiv,1-10 employees,Outstaffing,0.0,Web Development,Higher,Pre-Intermediate,False,Software Engineer,75600,PHP,11/06/2018 12:28:17,male,,7.0,KPI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
21,15600,Kyiv,201-1000 employees,Outsourcing,1.0,Web Development,Unfinished higher,Intermediate,True,Software Engineer,36400,PHP,11/06/2018 12:28:43,male,,2.0,NaUKMA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
21,9600,Lviv,51-200 employees,Outsourcing,1.0,"Web Development,Corporate Systems",Higher,Intermediate,True,Junior Software Engineer,22400,Python,11/06/2018 12:29:05,male,,1.0,Lviv Polytechnic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
27,8400,Zaporizhia,1-10 employees,Startup,0.0,Android,Higher,Pre-Intermediate,False,Software Engineer,19600,Java,11/06/2018 12:29:05,male,,1.0,KNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15"
23,18000,Kyiv,201-1000 employees,Outstaffing,0.25,Corporate Systems,Higher,Upper-Intermediate,False,Junior Software Engineer,42000,Other,11/06/2018 12:29:19,male,,1.5,KNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
25,10800,Kharkiv,1001+ employees,Outsourcing,1.0,Web Development,Higher,Intermediate,False,Junior Software Engineer,25200,Python,11/06/2018 12:29:28,male,,1.5,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
24,6000,Zaporizhia,11-50 employees,Outsourcing,0.0,Web Development,Higher,Pre-Intermediate,False,Junior Software Engineer,14000,PHP,11/06/2018 12:29:35,male,,2.0,ZNTU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
28,30000,Zaporizhia,11-50 employees,Product,5.0,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,70000,PHP,11/06/2018 12:29:36,male,,10.0,ZNTU,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0
29,60000,Kyiv,51-200 employees,Outstaffing,0.5,"Web Development,Banking and Finance",Higher,Advanced,False,Senior Software Engineer,140000,JavaScript,11/06/2018 12:29:40,male,,6.0,KNU,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
24,7800,Kharkiv,1-10 employees,Startup,1.0,Desktop Applications,Postgraduate,Pre-Intermediate,True,Junior Software Engineer,18200,Java,11/06/2018 12:29:48,male,,1.0,KhPI,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
27,25200,Lviv,51-200 employees,Product,3.0,Web Development,Higher,Advanced,False,Software Engineer,58800,JavaScript,11/06/2018 12:29:54,female,,3.0,Lviv Polytechnic,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
34,9600,Lviv,11-50 employees,Other,1.0,Corporate Systems,Higher,Advanced,False,Software Engineer,22400,JavaScript,11/06/2018 12:30:01,male,,1.5,Lviv Polytechnic,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
25,45600,Kyiv,11-50 employees,Outsourcing,0.0,Web Development,Higher,Intermediate,False,Software Engineer,106400,JavaScript,11/06/2018 12:30:03,male,,3.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
26,20400,Dnipro,201-1000 employees,Product,3.0,"Desktop Applications,Web Development",Higher,Upper-Intermediate,False,Software Engineer,47600,Java,11/06/2018 12:30:03,male,,3.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
28,7200,Dnipro,1001+ employees,Product,0.25,Banking and Finance,Higher,Intermediate,False,Junior Software Engineer,16800,Python,11/06/2018 12:30:05,male,,0.25,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
31,36000,Kyiv,1-10 employees,Product,0.0,"Web Development,Banking and Finance",Higher,Upper-Intermediate,False,Software Engineer,84000,Scala,11/06/2018 12:30:11,male,,8.0,KPI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
22,16200,Kyiv,1001+ employees,Outsourcing,0.0,"Android,Corporate Systems",Higher,Upper-Intermediate,True,Software Engineer,37800,C++,11/06/2018 12:30:17,male,,2.0,KNU,Mozilla/5.0 (Android 7.1.2; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0
43,18000,Dnipro,201-1000 employees,Other,0.0,Banking and Finance,Higher,Intermediate,False,Junior Software Engineer,42000,Erlang,11/06/2018 12:30:22,male,,0.0,DNU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
44,48000,Lviv,51-200 employees,Outstaffing,0.0,Banking and Finance,Higher,Upper-Intermediate,False,Senior Software Engineer,112000,C++,11/06/2018 12:30:29,male,,10.0,Other,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0
20,18000,Kyiv,201-1000 employees,Product,1.0,"Web Development,Banking and Finance",Unfinished higher,Upper-Intermediate,True,Junior Software Engineer,42000,Scala,11/06/2018 12:30:41,male,,1.5,KNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
24,22200,Lviv,51-200 employees,Outsourcing,2.0,Web Development,Higher,Intermediate,False,Software Engineer,51800,Java,11/06/2018 12:30:56,male,,2.0,Lviv Polytechnic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
21,14400,Kyiv,11-50 employees,Outsourcing,1.0,iOS,Higher,Intermediate,True,Software Engineer,33600,Swift,11/06/2018 12:31:06,male,,1.5,KNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
23,23400,Dnipro,51-200 employees,Product,0.5,Web Development,Unfinished higher,Intermediate,True,Software Engineer,54600,JavaScript,11/06/2018 12:31:06,male,,3.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36"
27,13200,Kyiv,1-10 employees,Product,2.0,Web Development,Higher,Elementary,False,Junior Software Engineer,30800,JavaScript,11/06/2018 12:31:10,male,,2.0,Other,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
26,27600,Lviv,51-200 employees,Outsourcing,0.5,Web Development,Higher,Upper-Intermediate,False,Software Engineer,64400,C#/.NET,11/06/2018 12:31:11,male,,3.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
35,4800,Zaporizhia,1-10 employees,Outsourcing,1.0,Android,Higher,Intermediate,False,Junior Software Engineer,11200,Java,11/06/2018 12:31:21,male,,1.0,ZNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
25,18000,Kyiv,51-200 employees,Product,0.0,Banking and Finance,Higher,Intermediate,False,Software Engineer,42000,SQL,11/06/2018 12:31:26,female,,3.0,KNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
35,25800,Kyiv,1001+ employees,Outsourcing,1.0,"Banking and Finance,Corporate Systems",Two higher,Upper-Intermediate,False,Software Engineer,60200,Java,11/06/2018 12:31:32,male,,3.0,Other,"Mozilla/5.0 (Linux; Android 5.0.1; GT-I9500 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
26,24000,Odesa,51-200 employees,Outstaffing,1.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,56000,JavaScript,11/06/2018 12:31:40,male,,4.0,ONU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
23,6000,Vinnytsia,201-1000 employees,Outsourcing,0.5,"Web Development,Banking and Finance",Unfinished higher,Intermediate,True,Junior Software Engineer,14000,C#/.NET,11/06/2018 12:31:47,male,,0.5,DonNU,"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5 Build/OPM2.171019.029.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.68 Mobile Safari/537.36"
23,8400,Mykolaiv,11-50 employees,Product,3.0,Web Development,Higher,Intermediate,False,Junior Software Engineer,19600,Java,11/06/2018 12:31:58,male,,3.0,NUOS,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
28,7080,Poltava,1-10 employees,Outsourcing,1.5,Web Development,Higher,Pre-Intermediate,False,Junior Software Engineer,16520,PHP,11/06/2018 12:32:16,male,,3.0,Other,"Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
38,26400,Dnipro,1-10 employees,Product,3.0,"Web Development,eCommerce",Two higher,Intermediate,False,Software Engineer,61600,JavaScript,11/06/2018 12:32:19,male,,5.0,DNU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
19,6000,Poltava,1-10 employees,Outsourcing,0.5,Web Development,Unfinished higher,Pre-Intermediate,True,Software Engineer,14000,PHP,11/06/2018 12:32:19,male,,2.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
33,33600,Kharkiv,51-200 employees,Outstaffing,0.5,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,78400,PHP,11/06/2018 12:32:23,male,,10.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36"
23,13200,Lviv,11-50 employees,Product,1.0,Corporate Systems,Higher,Upper-Intermediate,False,Software Engineer,30800,SQL,11/06/2018 12:32:35,female,,2.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
28,30720,Kharkiv,51-200 employees,Outstaffing,1.0,"iOS,eCommerce",Higher,Intermediate,False,Software Engineer,71680,Swift,11/06/2018 12:32:36,male,,7.0,KhPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
46,38400,Kharkiv,11-50 employees,Outsourcing,3.0,Web Development,Higher,Intermediate,False,Senior Software Engineer,89600,C#/.NET,11/06/2018 12:32:41,male,,10.0,KhNU (Kharkiv),"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
31,33600,Kyiv,201-1000 employees,Outsourcing,3.0,eCommerce,Unfinished higher,Advanced,False,Software Engineer,78400,JavaScript,11/06/2018 12:32:45,male,,3.0,KNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
27,29400,Dnipro,1-10 employees,Outsourcing,2.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,68600,C#/.NET,11/06/2018 12:32:51,female,,7.0,DNUZT,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.64"
40,15000,Kyiv,1-10 employees,Product,2.0,Web Development,Higher,Pre-Intermediate,False,Software Engineer,35000,JavaScript,11/06/2018 12:32:53,male,,2.0,Other,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
26,22800,Sumy,1-10 employees,Startup,0.0,Android,Higher,Upper-Intermediate,False,Software Engineer,53200,Java,11/06/2018 12:33:03,female,,6.0,SumSU,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
25,15840,Dnipro,1-10 employees,Product,1.5,"Android,Banking and Finance",Higher,Upper-Intermediate,False,Junior Software Engineer,36960,Java,11/06/2018 12:33:17,male,,2.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
23,14400,Lviv,51-200 employees,Product,0.0,"Android,iOS",Higher,Intermediate,False,Software Engineer,33600,C++,11/06/2018 12:33:26,male,,2.0,KPI,"Mozilla/5.0 (Linux; Android 8.0.0; FIG-LX1 Build/HUAWEIFIG-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
24,5400,Khmelnytskyi,1-10 employees,Startup,0.0,Desktop Applications,Higher,Pre-Intermediate,False,Junior Software Engineer,12600,C++,11/06/2018 12:33:31,female,,0.0,KhNU (Khmelnytskyi),"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
22,5856,Dnipro,1001+ employees,Outsourcing,1.0,Desktop Applications,Higher,Intermediate,True,Junior Software Engineer,13664,C#/.NET,11/06/2018 12:33:32,female,,1.0,Other,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
26,27600,Kyiv,201-1000 employees,Outsourcing,0.5,"Banking and Finance,Corporate Systems",Higher,Intermediate,False,Software Engineer,64400,Java,11/06/2018 12:33:35,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
25,30000,Vinnytsia,11-50 employees,Outsourcing,5.0,"Web Development,Other",Higher,Pre-Intermediate,False,Senior Software Engineer,70000,Java,11/06/2018 12:33:43,male,,5.0,VNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
29,24000,Vinnytsia,201-1000 employees,Outsourcing,2.0,"Web Development,eCommerce",Vocational,Intermediate,False,Software Engineer,56000,JavaScript,11/06/2018 12:33:46,male,,4.0,,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J500H Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
31,14400,Dnipro,11-50 employees,Product,2.0,Other,Higher,Intermediate,False,Junior Software Engineer,33600,Java,11/06/2018 12:33:53,male,,2.0,NMU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15"
22,16800,Lviv,201-1000 employees,Outsourcing,2.0,"Android,eCommerce",Unfinished higher,Upper-Intermediate,False,Software Engineer,39200,Kotlin,11/06/2018 12:34:25,male,,2.0,Lviv Polytechnic,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1"
37,9600,Zaporizhia,11-50 employees,Outstaffing,6.0,"Desktop Applications,Web Development",Higher,Intermediate,False,Software Engineer,22400,C#/.NET,11/06/2018 12:34:41,male,,10.0,DNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
25,36000,Lviv,51-200 employees,Outstaffing,0.25,Banking and Finance,Higher,Upper-Intermediate,False,Software Engineer,84000,C++,11/06/2018 12:34:47,male,,4.0,Lviv Polytechnic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
26,24000,Sumy,51-200 employees,Product,2.0,"Web Development,Corporate Systems",Higher,Upper-Intermediate,False,Software Engineer,56000,JavaScript,11/06/2018 12:35:01,female,,6.0,SumSU,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
32,48000,Kyiv,1-10 employees,Startup,1.0,"Desktop Applications,Web Development",Higher,Upper-Intermediate,False,Senior Software Engineer,112000,JavaScript,11/06/2018 12:35:11,male,,5.0,DonNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
35,49200,Remote,11-50 employees,Outsourcing,0.0,"Web Development,eCommerce",Two higher,Upper-Intermediate,False,Software Engineer,114800,PHP,11/06/2018 12:35:25,male,,3.0,VNTU,"Mozilla/5.0 (Linux; Android 8.0.0; Build/OPR1.170623.032) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
28,6000,Zhytomyr,1-10 employees,Outsourcing,0.0,Web Development,Higher,Pre-Intermediate,False,Junior Software Engineer,14000,JavaScript,11/06/2018 12:35:25,male,,2.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
29,11400,Lviv,11-50 employees,Outsourcing,1.5,Web Development,Higher,Pre-Intermediate,False,Software Engineer,26600,JavaScript,11/06/2018 12:35:38,male,,3.0,LNU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
23,39600,Kyiv,51-200 employees,Outsourcing,0.25,Corporate Systems,Unfinished higher,Pre-Intermediate,False,Senior Software Engineer,92400,Java,11/06/2018 12:35:40,male,,1.5,KPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
42,36000,Kharkiv,201-1000 employees,Outstaffing,3.0,Web Development,Vocational,Intermediate,False,Senior Software Engineer,84000,PHP,11/06/2018 12:35:42,male,,9.0,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
36,10800,Kharkiv,11-50 employees,Outsourcing,3.0,"Android,Desktop Applications",Higher,Pre-Intermediate,False,Software Engineer,25200,C#/.NET,11/06/2018 12:35:43,male,,5.0,Other,"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
46,45600,Remote,1001+ employees,Product,2.0,"Embedded,System Programming",Higher,Upper-Intermediate,False,Senior Software Engineer,106400,C++,11/06/2018 12:35:51,male,,10.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3400.0 Iron Safari/537.36"
31,46800,Lviv,51-200 employees,Outstaffing,6.0,"Web Development,Corporate Systems",Higher,Upper-Intermediate,False,Senior Software Engineer,109200,C#/.NET,11/06/2018 12:35:53,male,,10.0,NAU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
22,4800,Odesa,1-10 employees,Outsourcing,0.5,"Desktop Applications,Multimedia",Higher,Intermediate,False,Junior Software Engineer,11200,Python,11/06/2018 12:35:55,male,,0.5,ONU,"Mozilla/5.0 (Linux; Android 6.0; HTC One M9 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
21,4560,Zaporizhia,11-50 employees,Outsourcing,0.5,Web Development,Unfinished higher,Intermediate,False,Junior Software Engineer,10640,PHP,11/06/2018 12:36:10,female,,1.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
26,49248,Remote,1-10 employees,Startup,2.0,Web Development,Unfinished higher,Upper-Intermediate,False,Senior Software Engineer,114912,JavaScript,11/06/2018 12:36:31,male,,5.0,DonNTU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
28,19200,Kyiv,11-50 employees,Product,0.0,Web Development,Higher,Intermediate,False,Software Engineer,44800,JavaScript,11/06/2018 12:36:44,male,,3.0,Other,"Mozilla/5.0 (Linux; Android 8.0.0; MI 6 Build/OPR1.170623.027) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36"
24,3600,Kharkiv,11-50 employees,Other,0.25,Web Development,Higher,Intermediate,True,Junior Software Engineer,8400,JavaScript,11/06/2018 12:37:03,male,,0.5,KhPI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
35,72000,Remote,11-50 employees,Startup,0.5,"Banking and Finance,Corporate Systems",Higher,Upper-Intermediate,False,Senior Software Engineer,168000,Scala,11/06/2018 12:37:11,male,,10.0,KPI,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1"
23,20400,Kyiv,1001+ employees,Outsourcing,1.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,47600,C#/.NET,11/06/2018 12:37:15,male,,3.0,KPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
33,30000,Kharkiv,11-50 employees,Outsourcing,1.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,70000,JavaScript,11/06/2018 12:37:31,male,,3.0,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
21,8472,Kyiv,11-50 employees,Outstaffing,0.5,Web Development,Unfinished higher,Upper-Intermediate,False,Junior Software Engineer,19768,Java,11/06/2018 12:37:39,male,,0.5,NAU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
31,36000,Kyiv,51-200 employees,Product,3.0,Web Development,Higher,Intermediate,False,Software Engineer,84000,Python,11/06/2018 12:37:48,male,,10.0,KPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
